Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
0959;2024-02-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;0959 - Sorinières Vers Sud;2024-02-18;Hors Vacances
0989;2024-02-18;24;16;11;11;11;3;2;5;12;11;20;20;18;22;20;23;19;27;24;21;22;14;7;4;367;;7;0989 - Kennedy vers Ouest;2024-02-18;Hors Vacances
0996;2024-02-18;7;7;10;4;3;0;2;2;7;3;17;8;7;5;4;9;8;13;12;12;3;4;4;5;156;;7;0996 - Van Iseghem vers Nord;2024-02-18;Hors Vacances
1041;2024-02-18;2;1;1;1;0;0;0;1;0;2;1;10;3;3;2;3;7;3;2;3;1;3;1;0;50;;7;1041 - Guy Mollet vers Nord;2024-02-18;Hors Vacances
9672;2024-02-18;8;7;8;0;2;1;1;2;1;10;16;10;9;6;10;6;17;13;24;12;8;5;3;1;180;;7;9672 -;2024-02-18;Hors Vacances
9998;2024-02-18;283;183;131;90;88;58;91;70;189;280;390;437;423;458;380;422;436;421;465;489;323;208;119;93;6527;;7;9998 -;2024-02-18;Hors Vacances
0986;2024-02-18;2;0;0;0;3;0;0;0;0;5;2;5;1;4;0;3;5;4;9;4;3;1;1;0;52;;7;0986 - Tremie vers Ouest;2024-02-18;Hors Vacances
1055;2024-02-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1055 -;2024-02-18;Hors Vacances
8673;2024-02-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;8673 -;2024-02-18;Hors Vacances
0667;2024-02-18;17;16;10;7;2;5;12;12;12;19;39;35;60;24;28;37;43;49;52;41;34;25;4;4;587;;7;0667 - Entrée pont Audibert vers Nord;2024-02-18;Hors Vacances
0676;2024-02-18;5;3;5;4;1;0;1;2;15;8;16;5;9;6;10;11;5;9;8;12;17;9;0;1;162;;7;0676 - Pont Willy Brandt vers Beaulieu;2024-02-18;Hors Vacances
0681;2024-02-18;12;9;6;5;7;2;2;3;1;5;6;7;8;13;10;14;18;16;18;17;6;6;10;6;207;;7;0681 - Stalingrad vers est;2024-02-18;Hors Vacances
0744;2024-02-18;10;4;6;1;0;1;1;3;13;11;13;19;15;13;21;11;15;22;29;23;20;18;9;3;281;;7;0744 - Calvaire vers Est;2024-02-18;Hors Vacances
0746;2024-02-18;0;0;0;1;0;0;0;0;0;2;6;6;9;4;2;0;5;4;5;0;1;0;0;0;45;;7;0746 - Chemin de halage Tortière vers Sud;2024-02-18;Hors Vacances
0742;2024-02-18;14;14;10;10;10;0;0;1;11;13;23;18;22;23;9;29;15;20;27;30;20;8;14;6;347;;7;0742 - Philippot vers Est;2024-02-18;Hors Vacances
0680;2024-02-18;9;6;2;4;0;1;2;3;4;10;12;20;11;20;12;16;15;21;17;12;12;7;2;1;219;;7;0680 - Stalingrad vers ouest;2024-02-18;Hors Vacances
0666;2024-02-18;0;6;5;2;1;1;1;0;7;3;4;2;1;5;4;4;1;4;4;2;3;3;5;1;69;;7;0666 - Pont Audibert vers Sud;2024-02-18;Hors Vacances
0674;2024-02-18;13;14;10;2;6;1;1;4;7;5;12;12;19;10;18;10;12;8;20;21;15;10;7;4;241;;7;0674 - Pont Haudaudine vers Sud;2024-02-18;Hors Vacances
0787;2024-02-18;2;3;3;2;5;0;1;0;6;6;1;3;8;5;1;2;3;1;6;2;2;7;3;1;73;;7;0787 - 50 Otages Vers Sud;2024-02-18;Hors Vacances
0997;2024-02-18;2;0;0;0;0;1;3;0;0;1;17;11;0;0;2;8;6;0;1;8;0;0;0;0;60;;7;0997 - Van Iseghem vers Sud;2024-02-18;Hors Vacances
8672;2024-02-18;5;2;4;0;0;0;0;1;4;5;3;2;1;4;5;3;8;5;5;1;5;2;3;1;69;;7;8672 -;2024-02-18;Hors Vacances
0944;2024-02-18;1;3;4;0;0;1;0;0;2;2;3;6;6;2;3;5;6;4;3;9;4;1;0;0;65;;7;0944 - Magellan vers Est;2024-02-18;Hors Vacances
0960;2024-02-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;0960 - Sorinières Vers Nord;2024-02-18;Hors Vacances
0977;2024-02-18;6;0;0;0;0;0;0;0;4;4;0;2;6;0;0;0;0;2;0;0;0;0;0;2;26;;7;0977 - pont des 3 Continents vers Nord;2024-02-18;Hors Vacances
0980;2024-02-18;0;0;0;0;0;0;0;0;0;3;2;0;3;0;1;0;0;3;1;0;0;0;0;0;13;;7;0980 - Pont Tabarly vers Sud;2024-02-18;Hors Vacances
0981;2024-02-18;0;0;0;1;0;1;0;2;3;5;8;2;3;3;2;1;1;1;2;2;1;1;1;1;41;;7;0981 - Pont Tabarly vers Nord;2024-02-18;Hors Vacances
0987;2024-02-18;4;3;0;3;1;1;0;0;0;0;1;0;1;3;2;6;1;2;4;2;2;2;2;1;41;;7;0987 - Tremie vers Est;2024-02-18;Hors Vacances
0672;2024-02-18;7;5;2;0;2;1;0;2;0;10;7;5;5;5;7;4;12;10;15;10;6;2;1;0;118;;7;0672 - Pont de Pornic vers Nord;2024-02-18;Hors Vacances
0682;2024-02-18;23;16;13;5;2;7;5;3;17;28;26;23;18;18;16;23;36;29;29;20;18;6;9;2;392;;7;0682 - pont Anne de Bretagne vers Sud;2024-02-18;Hors Vacances
0747;2024-02-18;7;3;4;3;1;0;1;1;7;9;18;11;6;1;8;3;11;11;15;6;1;1;1;1;130;;7;0747 - Chemin de halage Tortière vers Nord;2024-02-18;Hors Vacances
0881;2024-02-18;17;15;1;8;1;2;9;7;11;15;33;30;49;24;29;22;33;44;38;27;28;20;1;2;466;;7;0881 - Madeleine vers Sud;2024-02-18;Hors Vacances
1056;2024-02-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1056 -;2024-02-18;Hors Vacances
0683;2024-02-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;7;0683 - pont Anne de Bretagne vers Nord;2024-02-18;Hors Vacances
1042;2024-02-18;2;0;0;0;0;0;0;1;5;4;3;4;1;1;2;12;14;9;13;5;3;2;0;1;82;;7;1042 - Guy Mollet vers Sud;2024-02-18;Hors Vacances
9673;2024-02-18;13;3;11;1;3;2;0;3;6;11;3;9;5;5;5;7;10;12;13;7;8;8;6;2;153;;7;9673 -;2024-02-18;Hors Vacances
0668;2024-02-18;9;9;9;0;0;2;5;5;5;3;6;12;25;15;14;10;5;11;14;11;15;9;7;6;207;;7;0668 - De Gaulle vers sud;2024-02-18;Hors Vacances
0669;2024-02-18;5;5;2;0;0;2;4;4;8;18;17;14;12;9;4;12;6;15;12;13;12;4;6;0;184;;7;0669 - De Gaulle sortie Clémenceau vers Nord;2024-02-18;Hors Vacances
0679;2024-02-18;0;0;0;0;1;0;0;0;2;1;2;2;2;2;1;5;1;6;0;2;2;0;1;0;30;;7;0679 - Bd Malakoff vers Gare Sud;2024-02-18;Hors Vacances
0727;2024-02-18;3;4;0;2;0;1;1;2;6;6;13;20;15;11;4;4;8;16;10;5;4;2;2;2;141;;7;0727 - Pont Tabarly vers Nord;2024-02-18;Hors Vacances
0847;2024-02-18;36;29;25;19;18;5;6;3;18;28;35;37;37;29;43;22;27;42;47;46;39;29;23;15;658;;7;0847 - Entrée pont Audibert vers Sud;2024-02-18;Hors Vacances
0880;2024-02-18;28;28;22;15;12;5;5;6;11;18;28;22;22;25;22;16;16;27;31;25;14;13;15;10;436;;7;0880 - Madeleine vers Nord;2024-02-18;Hors Vacances
0890;2024-02-18;37;27;29;14;12;7;21;11;32;32;45;47;45;48;36;39;26;36;48;39;26;26;10;5;698;;7;0890 - Pont de Pirmil vers Sud;2024-02-18;Hors Vacances
0943;2024-02-18;0;2;1;2;0;0;0;2;0;1;4;2;6;2;1;4;4;4;8;5;4;1;0;0;53;;7;0943 - Magellan vers Ouest;2024-02-18;Hors Vacances
0945;2024-02-18;10;4;5;2;4;1;1;2;3;4;10;8;15;11;7;10;11;14;18;15;12;3;6;1;177;;7;0945 - Magellan vers Ouest;2024-02-18;Hors Vacances
0947;2024-02-18;0;0;1;0;0;0;0;2;0;5;11;9;14;3;4;9;4;4;7;4;7;2;0;0;86;;7;0947 - Bd Malakoff vers Ouest;2024-02-18;Hors Vacances
0979;2024-02-18;11;11;2;2;0;1;4;1;5;13;16;10;11;14;13;10;4;14;13;8;7;1;7;1;179;;7;0979 - pont des 3 Continents vers Sud;2024-02-18;Hors Vacances
1054;2024-02-18;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;7;1054 -;2024-02-18;Hors Vacances
9999;2024-02-18;1;4;2;2;1;1;2;0;1;1;0;1;5;4;5;0;2;3;1;0;3;0;1;1;41;;7;9999 -;2024-02-18;Hors Vacances
0666;2024-02-17;5;1;3;2;0;0;1;3;0;4;5;11;9;6;8;7;10;10;7;5;5;4;3;2;111;;6;0666 - Pont Audibert vers Sud;2024-02-17;Hors Vacances
0672;2024-02-17;4;8;5;0;0;0;0;3;9;22;19;19;24;22;26;39;26;34;34;18;20;7;10;4;353;;6;0672 - Pont de Pornic vers Nord;2024-02-17;Hors Vacances
0747;2024-02-17;3;3;0;0;0;0;0;6;13;10;13;22;13;24;17;30;32;19;21;11;3;1;4;3;248;;6;0747 - Chemin de halage Tortière vers Nord;2024-02-17;Hors Vacances
0980;2024-02-17;1;0;0;0;0;0;0;0;0;1;3;2;0;1;5;1;0;3;2;0;1;0;1;0;21;;6;0980 - Pont Tabarly vers Sud;2024-02-17;Hors Vacances
0997;2024-02-17;1;1;0;0;0;0;3;0;16;14;33;28;16;24;25;29;40;55;31;24;9;2;2;0;353;;6;0997 - Van Iseghem vers Sud;2024-02-17;Hors Vacances
0989;2024-02-17;34;12;10;13;9;3;14;6;9;25;30;43;50;48;62;61;53;74;70;44;24;23;20;21;758;;6;0989 - Kennedy vers Ouest;2024-02-17;Hors Vacances
0668;2024-02-17;15;8;5;4;3;2;2;1;6;13;14;22;30;27;22;16;27;32;27;26;19;17;9;10;357;;6;0668 - De Gaulle vers sud;2024-02-17;Hors Vacances
1057;2024-02-17;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1057 -;2024-02-17;Hors Vacances
0681;2024-02-17;14;6;14;16;3;1;1;1;2;13;14;20;26;22;28;28;36;23;23;28;20;12;16;14;381;;6;0681 - Stalingrad vers est;2024-02-17;Hors Vacances
0744;2024-02-17;8;4;5;2;2;1;1;5;18;20;36;40;50;25;59;35;48;65;54;50;34;23;21;11;617;;6;0744 - Calvaire vers Est;2024-02-17;Hors Vacances
0669;2024-02-17;3;3;0;0;2;1;4;6;16;14;33;29;16;16;15;13;21;31;27;22;27;6;4;10;319;;6;0669 - De Gaulle sortie Clémenceau vers Nord;2024-02-17;Hors Vacances
0670;2024-02-17;2;8;7;6;1;1;0;1;9;17;9;12;9;11;29;13;17;12;11;17;8;8;7;12;227;;6;0670 - Pont de Pirmil vers Sud;2024-02-17;Hors Vacances
0682;2024-02-17;19;27;12;9;11;8;5;13;28;45;36;31;38;39;67;59;68;74;89;55;41;22;31;28;855;;6;0682 - pont Anne de Bretagne vers Sud;2024-02-17;Hors Vacances
0680;2024-02-17;5;3;1;0;1;2;5;3;8;23;28;21;28;27;27;27;28;41;33;26;16;14;8;15;390;;6;0680 - Stalingrad vers ouest;2024-02-17;Hors Vacances
0979;2024-02-17;6;2;4;1;5;4;9;5;17;22;29;15;36;23;38;59;45;68;45;31;14;5;8;9;500;;6;0979 - pont des 3 Continents vers Sud;2024-02-17;Hors Vacances
0986;2024-02-17;0;0;2;0;1;0;1;2;5;14;12;7;10;9;12;14;9;20;16;6;9;7;1;0;157;;6;0986 - Tremie vers Ouest;2024-02-17;Hors Vacances
0987;2024-02-17;2;0;2;2;0;0;0;0;1;3;3;6;10;6;11;11;14;5;8;7;11;1;2;3;108;;6;0987 - Tremie vers Est;2024-02-17;Hors Vacances
0996;2024-02-17;8;7;4;1;0;1;0;8;9;12;9;19;26;24;12;39;27;29;25;26;8;4;3;5;306;;6;0996 - Van Iseghem vers Nord;2024-02-17;Hors Vacances
1056;2024-02-17;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1056 -;2024-02-17;Hors Vacances
8673;2024-02-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;8673 -;2024-02-17;Hors Vacances
0950;2024-02-17;0;1;0;0;2;2;5;7;14;25;32;29;29;14;20;20;27;28;17;25;22;8;5;4;336;;6;0950 - avenue de la Libération vers Nord;2024-02-17;Hors Vacances
1055;2024-02-17;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1055 -;2024-02-17;Hors Vacances
0943;2024-02-17;4;3;0;0;0;0;0;2;4;6;6;14;4;10;4;8;11;14;7;6;1;3;2;3;112;;6;0943 - Magellan vers Ouest;2024-02-17;Hors Vacances
0673;2024-02-17;15;9;15;6;3;0;3;10;10;15;20;22;25;24;27;42;44;38;31;45;23;12;14;16;469;;6;0673 - Pont de Pornic vers Sud;2024-02-17;Hors Vacances
0674;2024-02-17;27;15;8;6;2;1;1;2;11;17;19;32;30;49;36;29;45;50;49;39;44;29;25;21;587;;6;0674 - Pont Haudaudine vers Sud;2024-02-17;Hors Vacances
0675;2024-02-17;7;8;1;0;0;0;4;0;6;9;25;29;39;29;31;46;49;38;12;26;16;10;2;0;387;;6;0675 - Pont Haudaudine vers Nord;2024-02-17;Hors Vacances
0725;2024-02-17;9;1;3;0;1;1;1;2;13;11;11;12;18;8;13;25;26;9;12;8;12;8;2;6;212;;6;0725 - Pont Tabarly vers Sud;2024-02-17;Hors Vacances
0746;2024-02-17;0;0;0;0;0;0;1;1;1;1;9;5;7;5;9;6;3;15;6;4;2;0;1;3;79;;6;0746 - Chemin de halage Tortière vers Sud;2024-02-17;Hors Vacances
0727;2024-02-17;1;2;1;5;0;2;1;4;13;15;14;20;17;10;12;9;19;13;23;9;10;2;3;8;213;;6;0727 - Pont Tabarly vers Nord;2024-02-17;Hors Vacances
0664;2024-02-17;23;13;1;0;5;1;4;4;14;19;23;25;45;34;32;40;50;42;39;25;26;17;16;19;517;;6;0664 - Bonduelle vers sud;2024-02-17;Hors Vacances
0667;2024-02-17;31;21;18;11;8;9;25;20;43;63;88;90;80;69;95;114;107;151;102;90;59;47;13;17;1371;;6;0667 - Entrée pont Audibert vers Nord;2024-02-17;Hors Vacances
0676;2024-02-17;7;5;4;0;1;1;2;3;7;19;8;16;11;25;23;21;20;21;22;21;10;10;11;2;270;;6;0676 - Pont Willy Brandt vers Beaulieu;2024-02-17;Hors Vacances
0788;2024-02-17;104;72;63;52;61;39;51;49;11;89;112;154;169;149;154;136;195;210;195;177;155;77;97;104;2675;;6;0788 - 50 Otages Vers Nord;2024-02-17;Hors Vacances
1042;2024-02-17;0;0;0;0;0;1;1;3;10;4;5;10;7;10;6;8;8;11;2;7;5;3;0;2;103;;6;1042 - Guy Mollet vers Sud;2024-02-17;Hors Vacances
8672;2024-02-17;8;3;5;1;0;0;0;1;0;3;6;8;8;5;7;17;21;17;7;7;5;2;4;2;137;;6;8672 -;2024-02-17;Hors Vacances
9672;2024-02-17;8;10;7;1;0;0;0;4;9;24;20;24;29;28;35;40;35;42;39;29;23;9;12;7;435;;6;9672 -;2024-02-17;Hors Vacances
0959;2024-02-17;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;0959 - Sorinières Vers Sud;2024-02-17;Hors Vacances
0679;2024-02-17;0;1;1;0;0;0;0;1;3;0;2;12;7;4;7;0;6;7;4;1;1;1;0;2;60;;6;0679 - Bd Malakoff vers Gare Sud;2024-02-17;Hors Vacances
0944;2024-02-17;6;5;0;1;0;0;1;0;6;14;16;15;7;7;8;9;11;18;8;4;4;6;3;1;150;;6;0944 - Magellan vers Est;2024-02-17;Hors Vacances
0945;2024-02-17;26;12;2;4;2;0;0;2;4;18;11;32;25;14;18;22;31;32;27;31;14;11;25;10;373;;6;0945 - Magellan vers Ouest;2024-02-17;Hors Vacances
0946;2024-02-17;18;14;9;1;4;5;4;5;9;22;33;29;24;14;33;24;30;38;24;27;19;12;10;11;419;;6;0946 - Magellan vers Est;2024-02-17;Hors Vacances
0960;2024-02-17;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;0960 - Sorinières Vers Nord;2024-02-17;Hors Vacances
0977;2024-02-17;2;0;0;0;0;2;0;0;0;6;2;4;2;6;2;10;6;4;4;8;2;0;2;2;64;;6;0977 - pont des 3 Continents vers Nord;2024-02-17;Hors Vacances
0995;2024-02-17;11;4;5;0;0;1;2;11;28;35;38;49;46;41;42;73;54;48;43;52;38;17;7;13;658;;6;0995 - Ceineray vers Ouest;2024-02-17;Hors Vacances
0785;2024-02-17;43;50;16;14;13;3;6;14;61;83;84;115;103;108;112;147;179;160;162;124;103;63;46;55;1864;;6;0785 - 50 Otages Vers Sud;2024-02-17;Hors Vacances
1041;2024-02-17;2;5;0;1;1;0;1;2;5;1;5;6;7;5;1;9;7;12;16;5;2;0;1;0;94;;6;1041 - Guy Mollet vers Nord;2024-02-17;Hors Vacances
0665;2024-02-17;6;8;3;0;2;2;5;11;10;11;27;32;31;28;33;30;35;44;42;42;24;13;5;4;448;;6;0665 - Bonduelle vers Nord;2024-02-17;Hors Vacances
0677;2024-02-17;7;4;1;1;0;1;4;0;12;6;23;22;24;16;19;15;15;24;21;15;4;5;7;6;252;;6;0677 - Pont Willy Brandt vers Malakoff;2024-02-17;Hors Vacances
0683;2024-02-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;0683 - pont Anne de Bretagne vers Nord;2024-02-17;Hors Vacances
0743;2024-02-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Forte;6;0743 - Philippot vers ouest;2024-02-17;Hors Vacances
0745;2024-02-17;13;11;12;2;1;0;1;2;5;15;13;16;22;27;27;18;36;38;37;47;20;17;18;11;409;;6;0745 - Calvaire vers Ouest;2024-02-17;Hors Vacances
0787;2024-02-17;1;3;6;2;2;1;1;0;0;4;9;5;6;2;5;9;12;11;8;5;5;7;5;3;112;;6;0787 - 50 Otages Vers Sud;2024-02-17;Hors Vacances
0847;2024-02-17;59;35;18;23;14;2;5;12;25;52;61;83;59;68;100;92;133;118;101;86;56;44;45;51;1342;;6;0847 - Entrée pont Audibert vers Sud;2024-02-17;Hors Vacances
0880;2024-02-17;30;27;15;9;12;1;5;11;32;44;52;60;47;59;82;65;112;103;89;81;44;29;27;42;1078;;6;0880 - Madeleine vers Nord;2024-02-17;Hors Vacances
0890;2024-02-17;53;31;18;14;9;6;20;24;56;70;109;102;97;82;92;124;132;129;129;97;79;41;26;33;1573;;6;0890 - Pont de Pirmil vers Sud;2024-02-17;Hors Vacances
0947;2024-02-17;0;0;0;0;0;0;0;4;3;7;13;22;15;35;15;31;19;19;10;12;5;5;0;0;215;;6;0947 - Bd Malakoff vers Ouest;2024-02-17;Hors Vacances
0988;2024-02-17;3;3;2;0;0;1;2;2;23;24;29;28;49;43;32;45;58;46;67;38;26;14;8;7;550;;6;0988 - Kennedy vers Est;2024-02-17;Hors Vacances
0742;2024-02-17;22;15;7;0;0;0;0;0;0;0;0;0;4;50;66;48;61;51;13;25;37;5;21;24;449;;6;0742 - Philippot vers Est;2024-02-17;Hors Vacances
0786;2024-02-17;49;32;30;11;12;8;13;13;24;67;87;112;122;128;125;147;161;205;144;145;91;58;53;44;1881;;6;0786 - 50 Otages Vers Nord;2024-02-17;Hors Vacances
0881;2024-02-17;18;10;13;9;4;2;18;16;30;53;80;69;88;64;85;120;106;140;84;80;65;48;15;14;1231;;6;0881 - Madeleine vers Sud;2024-02-17;Hors Vacances
0948;2024-02-17;2;3;1;1;0;2;5;2;8;15;24;15;9;10;19;21;20;22;13;5;6;1;5;1;210;;6;0948 - Bd Malakoff vers Est;2024-02-17;Hors Vacances
0949;2024-02-17;2;5;4;2;2;0;1;2;4;1;6;13;18;12;7;10;9;8;9;7;5;6;2;7;142;;6;0949 - avenue de la Libération vers Sud;2024-02-17;Hors Vacances
0981;2024-02-17;4;1;0;0;0;1;0;1;1;6;3;1;7;1;4;10;7;11;6;1;3;3;1;2;74;;6;0981 - Pont Tabarly vers Nord;2024-02-17;Hors Vacances
0994;2024-02-17;13;10;6;3;4;0;1;3;9;12;22;40;42;25;31;48;55;61;65;39;22;16;12;15;554;;6;0994 - Ceineray vers Est;2024-02-17;Hors Vacances
1054;2024-02-17;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;1054 -;2024-02-17;Hors Vacances
9673;2024-02-17;18;7;15;7;3;0;3;10;11;13;23;25;22;27;29;46;39;36;31;39;27;11;16;12;470;;6;9673 -;2024-02-17;Hors Vacances
9998;2024-02-17;207;121;115;76;78;65;105;113;263;302;400;403;390;197;226;236;384;236;205;403;288;260;285;309;5667;;6;9998 -;2024-02-17;Hors Vacances
9999;2024-02-17;4;0;1;2;3;0;1;0;1;1;2;3;3;1;2;3;15;6;3;0;0;2;1;1;55;;6;9999 -;2024-02-17;Hors Vacances
0669;2024-02-16;5;1;0;1;1;6;19;77;218;77;30;14;58;39;27;25;44;71;50;43;23;9;9;4;851;;5;0669 - De Gaulle sortie Clémenceau vers Nord;2024-02-16;Hors Vacances
0674;2024-02-16;11;9;5;1;3;0;6;23;111;67;24;33;75;49;51;44;84;102;112;79;46;28;23;23;1009;;5;0674 - Pont Haudaudine vers Sud;2024-02-16;Hors Vacances
0890;2024-02-16;37;15;15;6;10;16;54;174;379;170;83;108;192;147;125;125;184;269;263;175;105;71;48;54;2825;;5;0890 - Pont de Pirmil vers Sud;2024-02-16;Hors Vacances
0745;2024-02-16;12;4;6;1;0;2;2;16;47;36;19;20;48;36;36;27;49;63;52;33;36;23;16;24;608;;5;0745 - Calvaire vers Ouest;2024-02-16;Hors Vacances
0785;2024-02-16;33;29;13;3;3;8;33;140;419;254;112;106;192;220;153;129;173;245;272;217;132;64;69;54;3073;;5;0785 - 50 Otages Vers Sud;2024-02-16;Hors Vacances
0847;2024-02-16;39;24;26;10;5;5;17;71;228;144;57;75;144;170;119;125;170;259;261;171;108;55;70;69;2422;;5;0847 - Entrée pont Audibert vers Sud;2024-02-16;Hors Vacances
0880;2024-02-16;28;18;16;8;2;4;19;81;217;132;49;58;82;128;94;98;106;176;189;112;63;33;45;59;1817;;5;0880 - Madeleine vers Nord;2024-02-16;Hors Vacances
0980;2024-02-16;0;0;0;0;0;0;0;1;1;3;3;0;2;3;1;1;3;1;3;2;0;2;2;0;28;;5;0980 - Pont Tabarly vers Sud;2024-02-16;Hors Vacances
0996;2024-02-16;9;5;2;2;1;2;2;36;86;36;14;15;20;22;18;18;23;64;58;29;12;10;10;5;499;;5;0996 - Van Iseghem vers Nord;2024-02-16;Hors Vacances
1042;2024-02-16;3;1;1;1;0;1;2;20;52;17;8;7;14;15;8;10;10;38;36;9;11;3;4;0;271;;5;1042 - Guy Mollet vers Sud;2024-02-16;Hors Vacances
0787;2024-02-16;3;6;4;4;3;0;0;2;13;5;2;4;3;9;8;2;5;16;15;9;9;5;5;2;134;;5;0787 - 50 Otages Vers Sud;2024-02-16;Hors Vacances
0788;2024-02-16;84;75;59;59;51;53;81;174;267;171;107;138;107;201;166;141;227;315;320;263;186;144;114;127;3630;;5;0788 - 50 Otages Vers Nord;2024-02-16;Hors Vacances
0945;2024-02-16;8;5;6;1;0;0;4;21;75;54;18;22;67;54;51;32;57;91;80;66;30;13;13;16;784;;5;0945 - Magellan vers Ouest;2024-02-16;Hors Vacances
0946;2024-02-16;9;2;2;3;3;1;4;31;146;88;25;36;60;75;38;31;58;80;65;42;45;32;27;11;914;;5;0946 - Magellan vers Est;2024-02-16;Hors Vacances
0979;2024-02-16;4;4;5;1;2;5;12;44;121;52;22;21;40;37;24;22;35;58;42;35;24;14;10;7;641;;5;0979 - pont des 3 Continents vers Sud;2024-02-16;Hors Vacances
0986;2024-02-16;1;2;0;0;0;2;3;17;43;25;12;9;12;14;13;3;17;24;26;18;10;6;3;3;263;;5;0986 - Tremie vers Ouest;2024-02-16;Hors Vacances
0987;2024-02-16;6;2;1;1;1;0;0;7;17;10;5;7;13;15;21;10;13;31;21;16;5;4;5;7;218;;5;0987 - Tremie vers Est;2024-02-16;Hors Vacances
0672;2024-02-16;3;1;1;0;2;0;4;64;236;87;22;33;50;51;31;23;46;68;57;56;22;7;2;3;869;;5;0672 - Pont de Pornic vers Nord;2024-02-16;Hors Vacances
1054;2024-02-16;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1054 -;2024-02-16;Hors Vacances
1056;2024-02-16;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1056 -;2024-02-16;Hors Vacances
0725;2024-02-16;2;1;0;0;2;1;6;22;88;28;11;7;22;36;20;17;50;58;47;39;19;9;7;14;506;;5;0725 - Pont Tabarly vers Sud;2024-02-16;Hors Vacances
0742;2024-02-16;18;9;9;0;1;5;11;60;57;34;6;62;107;87;63;65;101;155;83;76;52;30;40;40;1171;;5;0742 - Philippot vers Est;2024-02-16;Hors Vacances
0673;2024-02-16;14;2;6;3;2;2;10;34;94;43;19;22;58;54;43;46;88;124;117;65;33;17;11;14;921;;5;0673 - Pont de Pornic vers Sud;2024-02-16;Hors Vacances
0948;2024-02-16;4;0;1;0;0;1;5;21;42;12;10;19;23;27;16;19;45;53;45;27;10;8;5;2;395;;5;0948 - Bd Malakoff vers Est;2024-02-16;Hors Vacances
0981;2024-02-16;0;0;0;0;0;0;1;7;13;5;5;1;4;11;2;4;5;12;9;4;3;0;5;0;91;;5;0981 - Pont Tabarly vers Nord;2024-02-16;Hors Vacances
9998;2024-02-16;145;94;70;64;59;78;127;328;390;238;277;393;369;369;362;375;328;229;283;379;379;283;299;261;6179;;5;9998 -;2024-02-16;Hors Vacances
1057;2024-02-16;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1057 -;2024-02-16;Hors Vacances
8672;2024-02-16;2;0;2;0;0;0;1;6;20;8;7;11;16;11;7;14;24;40;38;14;6;5;0;4;236;;5;8672 -;2024-02-16;Hors Vacances
0665;2024-02-16;11;0;1;1;2;2;15;69;155;65;33;42;75;60;45;41;68;99;72;63;56;27;12;7;1021;;5;0665 - Bonduelle vers Nord;2024-02-16;Hors Vacances
0670;2024-02-16;5;5;3;3;3;2;5;25;28;17;8;12;20;20;19;14;24;31;38;26;14;13;7;12;354;;5;0670 - Pont de Pirmil vers Sud;2024-02-16;Hors Vacances
0681;2024-02-16;20;8;7;4;2;1;2;22;46;23;9;21;43;27;47;26;30;66;56;36;32;20;7;19;574;;5;0681 - Stalingrad vers est;2024-02-16;Hors Vacances
0727;2024-02-16;5;1;1;1;1;2;7;58;61;24;17;15;39;29;11;23;38;59;51;25;21;15;5;2;511;;5;0727 - Pont Tabarly vers Nord;2024-02-16;Hors Vacances
0743;2024-02-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;0743 - Philippot vers ouest;2024-02-16;Hors Vacances
0682;2024-02-16;10;6;6;3;5;6;10;45;263;144;54;43;81;60;57;50;65;124;123;124;75;23;17;28;1422;;5;0682 - pont Anne de Bretagne vers Sud;2024-02-16;Hors Vacances
0683;2024-02-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;0683 - pont Anne de Bretagne vers Nord;2024-02-16;Hors Vacances
