Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
0664;2024-05-08;24;10;5;7;0;3;1;4;9;12;20;23;25;34;28;33;34;28;40;38;24;25;14;23;464;;3;0664 - Bonduelle vers sud;2024-05-08;Hors Vacances
0680;2024-05-08;7;2;4;0;2;2;5;7;10;9;18;17;21;29;33;25;24;34;18;19;24;30;18;7;365;;3;0680 - Stalingrad vers ouest;2024-05-08;Hors Vacances
0980;2024-05-08;0;0;0;1;0;0;0;0;1;2;6;2;5;3;1;3;5;1;1;5;0;1;3;0;40;;3;0980 - Pont Tabarly vers Sud;2024-05-08;Hors Vacances
0981;2024-05-08;1;0;0;1;3;0;0;1;0;0;2;5;11;2;11;13;24;11;11;6;5;4;1;2;114;;3;0981 - Pont Tabarly vers Nord;2024-05-08;Hors Vacances
0996;2024-05-08;9;3;5;1;2;0;1;3;9;28;41;47;23;23;36;56;57;45;39;24;12;9;6;5;484;;3;0996 - Van Iseghem vers Nord;2024-05-08;Hors Vacances
0742;2024-05-08;28;20;4;6;6;5;8;13;41;31;25;37;38;28;35;37;56;45;53;48;26;18;19;19;646;;3;0742 - Philippot vers Est;2024-05-08;Hors Vacances
0785;2024-05-08;45;27;12;18;9;2;15;21;48;70;83;97;86;105;91;114;114;138;114;140;80;47;57;39;1572;;3;0785 - 50 Otages Vers Sud;2024-05-08;Hors Vacances
1054;2024-05-08;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;1054 -;2024-05-08;Hors Vacances
9673;2024-05-08;8;8;5;1;0;2;4;3;2;7;14;11;22;15;22;22;35;25;23;33;17;17;8;12;316;;3;9673 -;2024-05-08;Hors Vacances
9998;2024-05-08;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;9998 -;2024-05-08;Hors Vacances
0665;2024-05-08;9;3;1;0;0;0;5;6;22;30;26;19;23;29;25;24;29;27;35;21;31;13;11;8;397;;3;0665 - Bonduelle vers Nord;2024-05-08;Hors Vacances
0677;2024-05-08;1;4;0;0;2;0;2;6;9;15;16;20;17;18;14;17;37;28;20;17;19;2;4;4;272;;3;0677 - Pont Willy Brandt vers Malakoff;2024-05-08;Hors Vacances
0682;2024-05-08;11;18;9;8;9;4;6;13;18;46;48;44;42;53;62;62;78;91;76;52;44;25;18;13;850;;3;0682 - pont Anne de Bretagne vers Sud;2024-05-08;Hors Vacances
0948;2024-05-08;0;4;0;1;1;1;1;3;10;14;35;45;29;31;38;25;37;38;19;17;8;8;3;3;371;;3;0948 - Bd Malakoff vers Est;2024-05-08;Hors Vacances
0950;2024-05-08;1;1;0;1;1;4;6;2;15;12;18;27;17;17;12;23;27;23;30;23;12;13;10;5;300;;3;0950 - avenue de la Libération vers Nord;2024-05-08;Hors Vacances
0986;2024-05-08;0;0;0;1;0;1;0;2;2;1;5;4;10;11;6;3;2;15;8;7;5;20;5;3;111;;3;0986 - Tremie vers Ouest;2024-05-08;Hors Vacances
0988;2024-05-08;8;2;3;0;0;4;0;9;20;34;44;31;26;24;36;32;43;48;65;47;23;13;8;4;524;;3;0988 - Kennedy vers Est;2024-05-08;Hors Vacances
1057;2024-05-08;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;1057 -;2024-05-08;Hors Vacances
8672;2024-05-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3;8672 -;2024-05-08;Hors Vacances
0676;2024-05-08;9;2;2;1;1;2;1;3;6;17;10;16;12;14;40;15;31;43;22;22;9;5;6;4;293;;3;0676 - Pont Willy Brandt vers Beaulieu;2024-05-08;Hors Vacances
0681;2024-05-08;12;12;15;2;6;2;3;4;3;7;9;20;18;9;21;25;20;27;28;17;10;14;17;9;310;;3;0681 - Stalingrad vers est;2024-05-08;Hors Vacances
0683;2024-05-08;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;3;0683 - pont Anne de Bretagne vers Nord;2024-05-08;Hors Vacances
0880;2024-05-08;41;31;13;13;5;3;9;13;17;30;38;39;35;48;64;57;60;83;86;81;32;35;38;44;915;;3;0880 - Madeleine vers Nord;2024-05-08;Hors Vacances
0881;2024-05-08;10;5;11;2;0;0;6;15;22;52;65;63;74;41;56;74;80;112;85;93;63;52;31;22;1034;;3;0881 - Madeleine vers Sud;2024-05-08;Hors Vacances
0977;2024-05-08;2;0;2;0;0;0;2;2;0;0;8;6;2;0;0;6;10;4;4;6;2;4;2;2;64;;3;0977 - pont des 3 Continents vers Nord;2024-05-08;Hors Vacances
0997;2024-05-08;0;0;0;0;1;1;3;0;1;24;29;34;0;26;28;41;2;35;35;44;11;1;2;1;319;;3;0997 - Van Iseghem vers Sud;2024-05-08;Hors Vacances
1041;2024-05-08;5;3;2;1;1;1;0;3;3;8;11;7;4;5;8;11;15;4;3;5;5;2;1;1;109;;3;1041 - Guy Mollet vers Nord;2024-05-08;Hors Vacances
0788;2024-05-07;45;31;19;17;38;55;69;145;281;166;82;135;93;186;141;155;205;114;395;250;221;135;128;134;3240;;2;0788 - 50 Otages Vers Nord;2024-05-07;Hors Vacances
0890;2024-05-07;11;4;4;2;8;18;30;179;468;217;92;88;148;141;118;111;205;292;347;223;138;105;58;75;3082;;2;0890 - Pont de Pirmil vers Sud;2024-05-07;Hors Vacances
0746;2024-05-07;0;2;0;0;0;1;2;55;139;39;17;23;57;34;22;18;79;143;104;50;45;13;7;5;855;;2;0746 - Chemin de halage Tortière vers Sud;2024-05-07;Hors Vacances
0674;2024-05-07;3;3;1;0;1;1;2;32;112;82;21;35;60;64;50;41;67;127;116;100;66;34;22;33;1073;;2;0674 - Pont Haudaudine vers Sud;2024-05-07;Hors Vacances
0725;2024-05-07;2;1;0;1;0;1;4;15;85;27;13;16;25;30;20;26;36;81;81;25;16;9;7;7;528;;2;0725 - Pont Tabarly vers Sud;2024-05-07;Hors Vacances
0744;2024-05-07;6;1;0;0;4;1;9;26;83;43;32;33;59;57;38;50;41;85;118;63;56;40;20;9;874;;2;0744 - Calvaire vers Est;2024-05-07;Hors Vacances
0664;2024-05-07;4;1;0;0;1;3;10;39;163;84;38;25;62;58;42;47;87;176;140;69;56;22;21;28;1176;;2;0664 - Bonduelle vers sud;2024-05-07;Hors Vacances
0672;2024-05-07;3;2;0;0;0;0;9;67;207;73;27;24;48;43;28;28;48;56;76;68;33;17;15;4;876;;2;0672 - Pont de Pornic vers Nord;2024-05-07;Hors Vacances
0673;2024-05-07;2;0;1;0;0;0;9;45;76;33;14;18;34;33;25;29;64;135;124;70;26;25;13;14;790;;2;0673 - Pont de Pornic vers Sud;2024-05-07;Hors Vacances
0675;2024-05-07;3;1;1;1;0;1;13;49;123;62;19;41;60;54;42;37;56;115;111;74;48;45;30;27;1013;;2;0675 - Pont Haudaudine vers Nord;2024-05-07;Hors Vacances
0683;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;0683 - pont Anne de Bretagne vers Nord;2024-05-07;Hors Vacances
0742;2024-05-07;8;0;2;1;1;0;20;83;186;88;41;38;67;80;48;47;91;197;186;100;63;51;41;29;1468;;2;0742 - Philippot vers Est;2024-05-07;Hors Vacances
0743;2024-05-07;3;1;2;1;2;4;8;51;170;115;43;46;81;56;57;54;67;136;119;0;0;30;24;38;1108;;2;0743 - Philippot vers ouest;2024-05-07;Hors Vacances
0943;2024-05-07;0;0;1;0;1;0;1;7;29;15;8;6;13;14;9;14;15;27;23;15;8;3;1;4;214;;2;0943 - Magellan vers Ouest;2024-05-07;Hors Vacances
0959;2024-05-07;0;0;0;2;2;4;4;9;17;3;4;0;0;1;4;1;11;11;12;2;4;0;1;1;93;;2;0959 - Sorinières Vers Sud;2024-05-07;Hors Vacances
0988;2024-05-07;0;0;0;0;1;4;16;85;281;129;40;27;55;61;47;28;46;90;137;98;55;25;12;9;1246;;2;0988 - Kennedy vers Est;2024-05-07;Hors Vacances
0994;2024-05-07;2;0;0;1;1;2;1;30;69;35;15;29;37;40;30;34;61;110;122;72;39;32;24;27;813;;2;0994 - Ceineray vers Est;2024-05-07;Hors Vacances
9672;2024-05-07;5;4;1;1;0;0;14;101;246;83;33;28;51;49;39;41;53;85;107;72;36;28;18;6;1101;;2;9672 -;2024-05-07;Hors Vacances
9998;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;9998 -;2024-05-07;Hors Vacances
0747;2024-05-07;2;0;0;0;0;1;3;60;158;57;23;20;39;37;18;23;33;81;90;44;26;10;11;8;744;;2;0747 - Chemin de halage Tortière vers Nord;2024-05-07;Hors Vacances
0946;2024-05-07;5;1;1;0;2;2;6;23;175;91;19;25;52;52;31;33;46;115;83;49;43;23;20;19;916;;2;0946 - Magellan vers Est;2024-05-07;Hors Vacances
0949;2024-05-07;0;0;2;2;2;0;3;9;12;5;4;6;11;14;8;9;18;35;32;13;10;8;6;7;216;;2;0949 - avenue de la Libération vers Sud;2024-05-07;Hors Vacances
0950;2024-05-07;1;1;1;0;1;7;7;61;154;49;14;21;25;30;17;11;31;41;36;29;13;12;6;4;572;;2;0950 - avenue de la Libération vers Nord;2024-05-07;Hors Vacances
0996;2024-05-07;1;0;1;0;0;1;4;40;113;36;27;14;26;30;29;27;39;86;92;60;19;16;16;16;693;;2;0996 - Van Iseghem vers Nord;2024-05-07;Hors Vacances
0787;2024-05-07;1;1;1;0;0;3;0;2;12;5;3;3;3;3;6;8;12;16;22;8;7;4;6;6;132;;2;0787 - 50 Otages Vers Sud;2024-05-07;Hors Vacances
1054;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1054 -;2024-05-07;Hors Vacances
0881;2024-05-07;7;3;1;1;2;12;16;83;219;111;72;65;120;82;92;73;134;235;242;182;112;89;43;41;2037;;2;0881 - Madeleine vers Sud;2024-05-07;Hors Vacances
0847;2024-05-07;6;7;10;0;2;9;13;77;248;122;51;52;119;122;113;91;151;272;318;197;118;70;54;85;2307;;2;0847 - Entrée pont Audibert vers Sud;2024-05-07;Hors Vacances
0668;2024-05-07;6;1;0;0;0;0;2;11;82;44;16;13;39;42;32;34;75;169;169;78;55;12;17;17;914;;2;0668 - De Gaulle vers sud;2024-05-07;Hors Vacances
0681;2024-05-07;6;4;4;1;2;0;5;10;53;19;7;11;27;27;25;25;25;60;52;46;29;25;20;27;510;;2;0681 - Stalingrad vers est;2024-05-07;Hors Vacances
0745;2024-05-07;1;0;1;1;0;1;0;6;42;4;2;8;13;10;21;12;17;38;44;30;23;10;7;21;312;;2;0745 - Calvaire vers Ouest;2024-05-07;Hors Vacances
0680;2024-05-07;1;1;2;1;1;0;10;41;70;42;20;8;49;31;16;18;35;51;69;45;36;12;12;7;578;;2;0680 - Stalingrad vers ouest;2024-05-07;Hors Vacances
0665;2024-05-07;2;1;0;0;2;2;15;68;167;78;23;38;62;30;39;48;72;107;106;68;40;23;14;9;1014;;2;0665 - Bonduelle vers Nord;2024-05-07;Hors Vacances
0670;2024-05-07;0;1;0;0;1;4;0;13;28;12;9;6;25;23;16;21;25;24;36;30;14;10;8;13;319;;2;0670 - Pont de Pirmil vers Sud;2024-05-07;Hors Vacances
0677;2024-05-07;1;1;0;1;0;1;15;46;85;42;15;19;29;42;18;31;37;84;62;37;35;5;8;3;617;;2;0677 - Pont Willy Brandt vers Malakoff;2024-05-07;Hors Vacances
0786;2024-05-07;8;7;3;1;2;3;11;94;260;133;95;110;206;156;120;127;182;375;421;198;172;103;57;63;2907;;2;0786 - 50 Otages Vers Nord;2024-05-07;Hors Vacances
1041;2024-05-07;0;0;0;0;1;0;2;19;49;16;3;6;13;9;7;8;8;35;44;29;5;2;2;4;262;;2;1041 - Guy Mollet vers Nord;2024-05-07;Hors Vacances
1042;2024-05-07;2;0;0;0;0;1;1;18;46;15;2;4;13;10;12;13;16;43;35;18;5;5;2;4;265;;2;1042 - Guy Mollet vers Sud;2024-05-07;Hors Vacances
1056;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1056 -;2024-05-07;Hors Vacances
0785;2024-05-07;8;2;2;1;8;10;35;117;459;212;95;97;147;186;133;109;201;286;286;200;149;94;74;64;2975;;2;0785 - 50 Otages Vers Sud;2024-05-07;Hors Vacances
0981;2024-05-07;1;0;0;0;0;1;1;6;17;5;3;5;3;4;5;4;10;10;6;10;7;4;0;1;103;;2;0981 - Pont Tabarly vers Nord;2024-05-07;Hors Vacances
0987;2024-05-07;0;2;2;0;0;1;2;5;30;9;6;6;15;18;15;12;6;24;41;15;12;7;5;13;246;;2;0987 - Tremie vers Est;2024-05-07;Hors Vacances
0666;2024-05-07;1;0;0;0;1;1;1;4;12;10;8;6;10;13;9;18;27;32;25;22;10;10;2;7;229;;2;0666 - Pont Audibert vers Sud;2024-05-07;Hors Vacances
0669;2024-05-07;1;1;0;0;1;5;17;88;226;107;23;22;46;29;23;23;38;63;59;33;20;10;8;4;847;;2;0669 - De Gaulle sortie Clémenceau vers Nord;2024-05-07;Hors Vacances
0944;2024-05-07;0;0;0;0;0;0;2;15;44;31;11;12;13;15;10;11;21;35;41;14;17;14;4;6;316;;2;0944 - Magellan vers Est;2024-05-07;Hors Vacances
0948;2024-05-07;0;1;0;0;1;0;2;16;47;24;19;12;17;23;10;17;28;78;73;36;15;6;6;3;434;;2;0948 - Bd Malakoff vers Est;2024-05-07;Hors Vacances
0682;2024-05-07;4;2;0;1;2;1;16;63;295;142;45;31;62;57;53;30;80;145;148;110;70;40;20;27;1444;;2;0682 - pont Anne de Bretagne vers Sud;2024-05-07;Hors Vacances
0727;2024-05-07;0;0;0;0;4;2;5;49;80;33;13;10;23;26;17;18;21;57;49;40;22;18;8;5;500;;2;0727 - Pont Tabarly vers Nord;2024-05-07;Hors Vacances
0880;2024-05-07;1;3;8;0;1;5;14;65;233;101;42;39;69;99;77;55;108;197;193;163;62;50;40;70;1695;;2;0880 - Madeleine vers Nord;2024-05-07;Hors Vacances
1055;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1055 -;2024-05-07;Hors Vacances
0667;2024-05-07;11;5;3;1;3;12;35;142;448;197;87;72;143;125;119;72;126;252;253;189;106;79;44;62;2586;;2;0667 - Entrée pont Audibert vers Nord;2024-05-07;Hors Vacances
0679;2024-05-07;0;0;0;0;0;0;0;1;2;3;4;1;8;3;7;6;4;10;11;6;5;3;5;0;79;;2;0679 - Bd Malakoff vers Gare Sud;2024-05-07;Hors Vacances
0945;2024-05-07;2;1;0;0;0;1;4;21;91;37;14;31;52;36;43;27;63;98;112;62;37;18;10;15;775;;2;0945 - Magellan vers Ouest;2024-05-07;Hors Vacances
0947;2024-05-07;0;0;0;0;0;0;3;26;108;34;14;9;18;19;12;21;43;35;36;23;7;4;2;1;415;;2;0947 - Bd Malakoff vers Ouest;2024-05-07;Hors Vacances
0960;2024-05-07;0;0;0;0;0;1;0;4;3;6;2;3;3;2;1;4;8;13;10;3;2;0;0;0;65;;2;0960 - Sorinières Vers Nord;2024-05-07;Hors Vacances
0977;2024-05-07;0;0;0;0;0;0;0;0;4;0;2;2;0;2;0;2;0;2;6;0;4;0;0;4;28;;2;0977 - pont des 3 Continents vers Nord;2024-05-07;Hors Vacances
0980;2024-05-07;0;0;0;0;0;1;0;3;6;2;0;1;1;4;2;1;2;5;2;2;2;1;0;0;35;;2;0980 - Pont Tabarly vers Sud;2024-05-07;Hors Vacances
0986;2024-05-07;0;0;1;0;0;0;6;11;42;20;13;7;21;13;6;8;7;21;40;29;15;4;5;0;269;;2;0986 - Tremie vers Ouest;2024-05-07;Hors Vacances
0995;2024-05-07;0;1;0;0;1;3;14;52;233;90;27;34;65;45;42;51;78;121;113;88;68;37;14;7;1184;;2;0995 - Ceineray vers Ouest;2024-05-07;Hors Vacances
0997;2024-05-07;0;1;0;0;1;1;1;33;0;1;17;17;36;31;17;15;6;113;71;37;33;8;7;6;452;;2;0997 - Van Iseghem vers Sud;2024-05-07;Hors Vacances
1057;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;1057 -;2024-05-07;Hors Vacances
8672;2024-05-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;8672 -;2024-05-07;Hors Vacances
8673;2024-05-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;8673 -;2024-05-07;Hors Vacances
9999;2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;9999 -;2024-05-07;Hors Vacances
0676;2024-05-07;3;1;0;0;0;1;3;34;124;61;16;16;43;24;20;20;50;106;98;60;18;15;2;13;728;;2;0676 - Pont Willy Brandt vers Beaulieu;2024-05-07;Hors Vacances
0979;2024-05-07;1;2;0;0;3;1;9;45;154;60;19;19;18;33;20;18;32;59;58;49;26;9;4;7;646;;2;0979 - pont des 3 Continents vers Sud;2024-05-07;Hors Vacances
0989;2024-05-07;10;3;2;1;9;12;42;88;115;43;22;44;58;61;58;67;135;253;226;142;59;41;44;26;1561;;2;0989 - Kennedy vers Ouest;2024-05-07;Hors Vacances
9673;2024-05-07;1;0;1;0;2;0;4;22;68;29;12;13;35;26;16;25;65;125;128;71;31;21;10;14;719;;2;9673 -;2024-05-07;Hors Vacances
0668;2024-05-06;0;1;1;0;0;4;5;12;99;29;17;13;34;20;21;26;41;162;162;58;26;21;18;7;777;;1;0668 - De Gaulle vers sud;2024-05-06;Hors Vacances
0669;2024-05-06;1;0;1;0;2;7;26;72;228;91;12;20;17;24;13;15;31;37;52;38;22;7;3;4;723;;1;0669 - De Gaulle sortie Clémenceau vers Nord;2024-05-06;Hors Vacances
0787;2024-05-06;0;0;0;0;0;0;0;4;11;3;1;2;3;2;6;3;2;10;11;5;5;3;3;1;75;;1;0787 - 50 Otages Vers Sud;2024-05-06;Hors Vacances
0682;2024-05-06;;;;;;;;;;;22;21;31;45;44;25;40;102;124;60;41;16;10;4;585;Faible;1;0682 - pont Anne de Bretagne vers Sud;2024-05-06;Hors Vacances
0683;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;0683 - pont Anne de Bretagne vers Nord;2024-05-06;Hors Vacances
0727;2024-05-06;0;0;0;0;3;1;8;44;89;29;14;15;13;25;11;8;20;52;46;16;18;6;3;3;424;;1;0727 - Pont Tabarly vers Nord;2024-05-06;Hors Vacances
0743;2024-05-06;2;1;0;0;1;1;9;41;207;82;31;28;46;33;43;29;43;100;128;80;37;18;13;8;981;;1;0743 - Philippot vers ouest;2024-05-06;Hors Vacances
0785;2024-05-06;7;1;1;0;2;10;33;137;486;164;52;35;90;114;83;55;103;218;256;132;55;37;42;23;2136;;1;0785 - 50 Otages Vers Sud;2024-05-06;Hors Vacances
0947;2024-05-06;0;0;0;0;0;2;4;18;111;29;4;8;3;16;7;9;24;19;31;18;4;4;2;0;313;;1;0947 - Bd Malakoff vers Ouest;2024-05-06;Hors Vacances
0949;2024-05-06;0;0;0;1;0;0;3;5;19;2;2;4;11;9;5;5;15;36;35;11;4;6;4;0;177;;1;0949 - avenue de la Libération vers Sud;2024-05-06;Hors Vacances
0980;2024-05-06;0;0;0;0;0;1;0;2;5;1;0;1;0;3;0;1;4;2;1;1;3;1;4;0;30;;1;0980 - Pont Tabarly vers Sud;2024-05-06;Hors Vacances
0948;2024-05-06;1;0;0;0;0;2;3;20;45;16;13;9;13;19;6;7;17;51;69;29;15;9;3;6;353;;1;0948 - Bd Malakoff vers Est;2024-05-06;Hors Vacances
0995;2024-05-06;1;0;0;0;1;3;18;64;226;59;13;20;34;44;21;26;54;78;104;42;22;12;7;4;853;;1;0995 - Ceineray vers Ouest;2024-05-06;Hors Vacances
0667;2024-05-06;2;1;2;0;2;11;37;132;404;179;48;48;87;89;58;59;79;211;237;127;74;35;35;16;1973;;1;0667 - Entrée pont Audibert vers Nord;2024-05-06;Hors Vacances
0679;2024-05-06;0;0;1;0;1;0;0;3;3;4;1;3;3;3;4;0;1;4;5;3;9;4;0;2;54;;1;0679 - Bd Malakoff vers Gare Sud;2024-05-06;Hors Vacances
1042;2024-05-06;0;0;0;0;1;0;3;20;47;11;2;4;10;4;3;4;12;42;24;10;1;3;2;0;203;;1;1042 - Guy Mollet vers Sud;2024-05-06;Hors Vacances
1057;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1057 -;2024-05-06;Hors Vacances
9998;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;9998 -;2024-05-06;Hors Vacances
0742;2024-05-06;2;3;0;2;3;5;20;87;176;69;16;26;40;52;34;39;53;134;160;81;46;25;24;12;1109;;1;0742 - Philippot vers Est;2024-05-06;Hors Vacances
0664;2024-05-06;3;1;1;0;0;4;12;45;172;70;14;20;43;41;29;41;42;145;144;61;34;23;25;16;986;;1;0664 - Bonduelle vers sud;2024-05-06;Hors Vacances
0672;2024-05-06;0;0;0;0;0;1;6;64;241;70;11;13;24;25;19;19;26;61;68;51;26;14;5;3;747;;1;0672 - Pont de Pornic vers Nord;2024-05-06;Hors Vacances
0676;2024-05-06;0;0;3;0;1;0;5;27;145;53;13;9;28;32;20;11;33;97;94;41;24;8;6;4;654;;1;0676 - Pont Willy Brandt vers Beaulieu;2024-05-06;Hors Vacances
0946;2024-05-06;1;3;0;0;0;4;10;33;134;80;26;13;27;29;19;28;33;79;76;59;29;17;10;6;716;;1;0946 - Magellan vers Est;2024-05-06;Hors Vacances
0943;2024-05-06;0;0;0;0;0;0;2;5;26;15;2;4;7;7;6;7;12;22;28;18;8;3;3;2;177;;1;0943 - Magellan vers Ouest;2024-05-06;Hors Vacances
0950;2024-05-06;0;1;1;1;2;4;7;64;158;31;7;11;15;15;10;13;15;34;32;19;11;5;6;6;468;;1;0950 - avenue de la Libération vers Nord;2024-05-06;Hors Vacances
0959;2024-05-06;0;0;0;0;3;4;3;10;15;5;2;2;4;2;3;3;1;4;4;1;1;1;0;1;69;;1;0959 - Sorinières Vers Sud;2024-05-06;Hors Vacances
0987;2024-05-06;0;0;0;0;0;0;1;9;27;10;4;2;9;13;9;12;9;24;28;11;7;1;7;3;186;;1;0987 - Tremie vers Est;2024-05-06;Hors Vacances
1055;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1055 -;2024-05-06;Hors Vacances
9999;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;9999 -;2024-05-06;Hors Vacances
0665;2024-05-06;0;1;0;0;5;2;21;51;161;67;19;27;33;25;23;24;43;94;103;56;30;12;10;4;811;;1;0665 - Bonduelle vers Nord;2024-05-06;Hors Vacances
0674;2024-05-06;4;1;0;0;0;1;3;23;117;62;20;14;28;50;31;26;42;97;114;51;29;26;26;10;775;;1;0674 - Pont Haudaudine vers Sud;2024-05-06;Hors Vacances
0744;2024-05-06;3;1;0;0;1;2;6;27;77;31;13;20;24;36;29;26;20;58;75;51;30;22;8;5;565;;1;0744 - Calvaire vers Est;2024-05-06;Hors Vacances
0681;2024-05-06;3;2;0;0;1;0;6;19;42;18;7;6;16;22;12;18;20;51;66;44;28;14;17;10;422;;1;0681 - Stalingrad vers est;2024-05-06;Hors Vacances
0677;2024-05-06;0;0;0;0;1;4;8;45;102;36;5;8;16;24;14;12;21;64;86;27;19;7;3;5;507;;1;0677 - Pont Willy Brandt vers Malakoff;2024-05-06;Hors Vacances
1054;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1054 -;2024-05-06;Hors Vacances
1056;2024-05-06;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;1056 -;2024-05-06;Hors Vacances
9672;2024-05-06;0;2;1;1;1;2;12;80;273;84;22;19;43;44;35;27;52;141;142;79;34;18;7;4;1123;;1;9672 -;2024-05-06;Hors Vacances
0747;2024-05-06;0;0;0;0;0;2;7;65;131;37;16;9;25;16;12;8;21;51;73;37;17;0;5;5;537;;1;0747 - Chemin de halage Tortière vers Nord;2024-05-06;Hors Vacances
0979;2024-05-06;1;1;0;1;1;2;10;52;127;44;11;14;15;18;11;11;14;36;37;27;13;7;10;2;465;;1;0979 - pont des 3 Continents vers Sud;2024-05-06;Hors Vacances
0981;2024-05-06;3;1;0;0;0;0;2;8;16;4;2;3;4;0;4;2;7;5;10;4;5;6;0;3;89;;1;0981 - Pont Tabarly vers Nord;2024-05-06;Hors Vacances
0996;2024-05-06;0;0;0;0;0;3;6;47;98;28;5;11;13;7;10;11;16;50;80;40;7;7;9;5;453;;1;0996 - Van Iseghem vers Nord;2024-05-06;Hors Vacances
0675;2024-05-06;2;3;0;0;1;1;12;50;131;65;11;7;33;34;23;21;31;86;100;60;34;29;14;7;755;;1;0675 - Pont Haudaudine vers Nord;2024-05-06;Hors Vacances
0960;2024-05-06;0;0;0;0;1;1;1;3;12;1;1;0;3;1;2;2;4;10;7;1;0;1;1;2;54;;1;0960 - Sorinières Vers Nord;2024-05-06;Hors Vacances
0988;2024-05-06;0;0;0;0;0;4;13;84;288;90;26;30;33;37;34;30;31;61;107;61;42;14;9;6;1000;;1;0988 - Kennedy vers Est;2024-05-06;Hors Vacances
0725;2024-05-06;1;0;0;3;1;1;7;23;92;37;10;8;19;16;15;6;12;55;47;24;10;11;6;1;405;;1;0725 - Pont Tabarly vers Sud;2024-05-06;Hors Vacances
0745;2024-05-06;0;0;0;0;0;0;2;20;52;2;15;1;2;22;16;8;14;21;23;43;3;3;8;8;263;;1;0745 - Calvaire vers Ouest;2024-05-06;Hors Vacances
0746;2024-05-06;0;0;0;0;0;2;5;43;135;23;8;9;18;12;17;22;56;94;93;43;18;1;2;0;601;;1;0746 - Chemin de halage Tortière vers Sud;2024-05-06;Hors Vacances
0881;2024-05-06;1;0;1;0;1;6;22;66;216;102;34;45;69;64;48;56;69;172;226;120;64;38;27;11;1458;;1;0881 - Madeleine vers Sud;2024-05-06;Hors Vacances
8673;2024-05-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;8673 -;2024-05-06;Hors Vacances
0673;2024-05-06;1;1;0;0;1;1;6;38;74;21;11;7;25;20;20;16;41;109;140;57;19;11;10;7;636;;1;0673 - Pont de Pornic vers Sud;2024-05-06;Hors Vacances
0786;2024-05-06;5;2;0;0;1;5;12;75;246;114;43;50;117;93;79;65;106;275;369;192;102;49;53;21;2074;;1;0786 - 50 Otages Vers Nord;2024-05-06;Hors Vacances
0847;2024-05-06;5;0;4;0;1;7;13;77;258;108;32;40;64;79;58;54;129;219;257;143;85;47;63;42;1785;;1;0847 - Entrée pont Audibert vers Sud;2024-05-06;Hors Vacances
0944;2024-05-06;0;0;0;0;0;2;4;12;44;20;4;4;6;9;7;12;12;26;30;15;7;3;7;1;225;;1;0944 - Magellan vers Est;2024-05-06;Hors Vacances
0945;2024-05-06;0;0;0;0;0;0;2;21;88;41;15;19;31;23;14;20;25;84;95;56;31;16;18;6;605;;1;0945 - Magellan vers Ouest;2024-05-06;Hors Vacances
0977;2024-05-06;0;0;0;0;0;0;2;4;4;0;2;2;2;2;0;4;0;0;4;4;0;0;6;2;38;;1;0977 - pont des 3 Continents vers Nord;2024-05-06;Hors Vacances
0986;2024-05-06;0;0;0;0;0;1;3;14;36;13;6;7;12;7;9;8;15;24;20;14;8;1;2;0;200;;1;0986 - Tremie vers Ouest;2024-05-06;Hors Vacances
0989;2024-05-06;3;2;0;0;8;15;72;106;100;34;33;25;30;47;35;39;75;209;216;93;49;28;22;11;1252;;1;0989 - Kennedy vers Ouest;2024-05-06;Hors Vacances
